,Line Name and Location,Date and Time,Day,4hr Time Interval Ending at,Net Entries,Net Exits,Total Entries & Exits
284,Line 1 : Canal & Varick St,2021-10-19 20:00:00,Tuesday,20:00:00,703.0,531.0,1234.0
285,Line 1 : Canal & Varick St,2021-10-20 00:00:00,Wednesday,00:00:00,178.0,140.0,318.0
286,Line 1 : Canal & Varick St,2021-10-20 04:00:00,Wednesday,04:00:00,16.0,30.0,46.0
287,Line 1 : Canal & Varick St,2021-10-20 08:00:00,Wednesday,08:00:00,148.0,802.0,950.0
288,Line 1 : Canal & Varick St,2021-10-20 12:00:00,Wednesday,12:00:00,272.0,898.0,1170.0
289,Line 1 : Canal & Varick St,2021-10-20 16:00:00,Wednesday,16:00:00,658.0,630.0,1288.0
290,Line 1 : Canal & Varick St,2021-10-20 20:00:00,Wednesday,20:00:00,747.0,591.0,1338.0
291,Line 1 : Canal & Varick St,2021-10-21 00:00:00,Thursday,00:00:00,179.0,148.0,327.0
292,Line 1 : Canal & Varick St,2021-10-21 04:00:00,Thursday,04:00:00,33.0,32.0,65.0
293,Line 1 : Canal & Varick St,2021-10-21 08:00:00,Thursday,08:00:00,156.0,767.0,923.0
294,Line 1 : Canal & Varick St,2021-10-21 12:00:00,Thursday,12:00:00,265.0,817.0,1082.0
295,Line 1 : Canal & Varick St,2021-10-21 16:00:00,Thursday,16:00:00,670.0,697.0,1367.0
296,Line 1 : Canal & Varick St,2021-10-21 20:00:00,Thursday,20:00:00,676.0,621.0,1297.0
297,Line 1 : Canal & Varick St,2021-10-22 00:00:00,Friday,00:00:00,201.0,170.0,371.0
298,Line 1 : Canal & Varick St,2021-10-22 04:00:00,Friday,04:00:00,45.0,31.0,76.0
299,Line 1 : Canal & Varick St,2021-10-22 08:00:00,Friday,08:00:00,135.0,652.0,787.0
300,Line 1 : Canal & Varick St,2021-10-22 12:00:00,Friday,12:00:00,304.0,692.0,996.0
301,Line 1 : Canal & Varick St,2021-10-22 16:00:00,Friday,16:00:00,665.0,817.0,1482.0
302,Line 1 : Canal & Varick St,2021-10-22 20:00:00,Friday,20:00:00,619.0,684.0,1303.0
303,Line 1 : Canal & Varick St,2021-10-23 04:00:00,Saturday,04:00:00,82.0,46.0,128.0
304,Line 1 : Canal & Varick St,2021-10-23 08:00:00,Saturday,08:00:00,41.0,142.0,183.0
305,Line 1 : Canal & Varick St,2021-10-23 12:00:00,Saturday,12:00:00,164.0,602.0,766.0
306,Line 1 : Canal & Varick St,2021-10-23 16:00:00,Saturday,16:00:00,385.0,922.0,1307.0
307,Line 1 : Canal & Varick St,2021-10-23 20:00:00,Saturday,20:00:00,385.0,601.0,986.0
308,Line 1 : Canal & Varick St,2021-10-24 00:00:00,Sunday,00:00:00,187.0,257.0,444.0
309,Line 1 : Canal & Varick St,2021-10-24 04:00:00,Sunday,04:00:00,86.0,131.0,217.0
310,Line 1 : Canal & Varick St,2021-10-24 08:00:00,Sunday,08:00:00,44.0,86.0,130.0
311,Line 1 : Canal & Varick St,2021-10-24 12:00:00,Sunday,12:00:00,162.0,445.0,607.0
312,Line 1 : Canal & Varick St,2021-10-24 16:00:00,Sunday,16:00:00,290.0,686.0,976.0
313,Line 1 : Canal & Varick St,2021-10-24 20:00:00,Sunday,20:00:00,242.0,359.0,601.0
314,Line 1 : Canal & Varick St,2021-10-25 00:00:00,Monday,00:00:00,127.0,128.0,255.0
315,Line 1 : Canal & Varick St,2021-10-25 04:00:00,Monday,04:00:00,17.0,33.0,50.0
316,Line 1 : Canal & Varick St,2021-10-25 08:00:00,Monday,08:00:00,151.0,566.0,717.0
317,Line 1 : Canal & Varick St,2021-10-25 12:00:00,Monday,12:00:00,235.0,697.0,932.0
318,Line 1 : Canal & Varick St,2021-10-25 16:00:00,Monday,16:00:00,606.0,504.0,1110.0
319,Line 1 : Canal & Varick St,2021-10-25 20:00:00,Monday,20:00:00,537.0,373.0,910.0
320,Line 1 : Canal & Varick St,2021-10-26 00:00:00,Tuesday,00:00:00,115.0,110.0,225.0
321,Line 1 : Canal & Varick St,2021-10-26 04:00:00,Tuesday,04:00:00,15.0,32.0,47.0
322,Line 1 : Canal & Varick St,2021-10-26 08:00:00,Tuesday,08:00:00,135.0,714.0,849.0
323,Line 1 : Canal & Varick St,2021-10-26 12:00:00,Tuesday,12:00:00,222.0,690.0,912.0
324,Line 1 : Canal & Varick St,2021-10-26 16:00:00,Tuesday,16:00:00,565.0,502.0,1067.0
325,Line 1 : Canal & Varick St,2021-10-26 20:00:00,Tuesday,20:00:00,551.0,379.0,930.0
326,Line 1 : Canal & Varick St,2021-10-27 00:00:00,Wednesday,00:00:00,133.0,157.0,290.0
327,Line 1 : Canal & Varick St,2021-10-27 04:00:00,Wednesday,04:00:00,20.0,17.0,37.0
328,Line 1 : Canal & Varick St,2021-10-27 08:00:00,Wednesday,08:00:00,149.0,772.0,921.0
329,Line 1 : Canal & Varick St,2021-10-27 12:00:00,Wednesday,12:00:00,261.0,897.0,1158.0
330,Line 1 : Canal & Varick St,2021-10-27 16:00:00,Wednesday,16:00:00,698.0,643.0,1341.0
331,Line 1 : Canal & Varick St,2021-10-27 20:00:00,Wednesday,20:00:00,749.0,593.0,1342.0
332,Line 1 : Canal & Varick St,2021-10-28 00:00:00,Thursday,00:00:00,190.0,154.0,344.0
333,Line 1 : Canal & Varick St,2021-10-28 04:00:00,Thursday,04:00:00,43.0,28.0,71.0
334,Line 1 : Canal & Varick St,2021-10-28 08:00:00,Thursday,08:00:00,163.0,839.0,1002.0
335,Line 1 : Canal & Varick St,2021-10-28 12:00:00,Thursday,12:00:00,330.0,977.0,1307.0
336,Line 1 : Canal & Varick St,2021-10-28 16:00:00,Thursday,16:00:00,716.0,784.0,1500.0
337,Line 1 : Canal & Varick St,2021-10-28 20:00:00,Thursday,20:00:00,727.0,682.0,1409.0
338,Line 1 : Canal & Varick St,2021-10-29 00:00:00,Friday,00:00:00,215.0,162.0,377.0
339,Line 1 : Canal & Varick St,2021-10-29 04:00:00,Friday,04:00:00,46.0,47.0,93.0
340,Line 1 : Canal & Varick St,2021-10-29 08:00:00,Friday,08:00:00,121.0,634.0,755.0
341,Line 1 : Canal & Varick St,2021-10-29 12:00:00,Friday,12:00:00,265.0,746.0,1011.0
342,Line 1 : Canal & Varick St,2021-10-29 16:00:00,Friday,16:00:00,696.0,782.0,1478.0
343,Line 1 : Canal & Varick St,2021-10-29 20:00:00,Friday,20:00:00,527.0,603.0,1130.0
344,Line 1 : Canal & Varick St,2021-10-30 04:00:00,Saturday,04:00:00,75.0,71.0,146.0
345,Line 1 : Canal & Varick St,2021-10-30 08:00:00,Saturday,08:00:00,32.0,136.0,168.0
346,Line 1 : Canal & Varick St,2021-10-30 12:00:00,Saturday,12:00:00,155.0,448.0,603.0
347,Line 1 : Canal & Varick St,2021-10-30 16:00:00,Saturday,16:00:00,350.0,683.0,1033.0
348,Line 1 : Canal & Varick St,2021-10-30 20:00:00,Saturday,20:00:00,339.0,488.0,827.0
349,Line 1 : Canal & Varick St,2021-10-31 00:00:00,Sunday,00:00:00,164.0,300.0,464.0
350,Line 1 : Canal & Varick St,2021-10-31 04:00:00,Sunday,04:00:00,84.0,116.0,200.0
351,Line 1 : Canal & Varick St,2021-10-31 08:00:00,Sunday,08:00:00,31.0,98.0,129.0
352,Line 1 : Canal & Varick St,2021-10-31 12:00:00,Sunday,12:00:00,114.0,364.0,478.0
353,Line 1 : Canal & Varick St,2021-10-31 16:00:00,Sunday,16:00:00,281.0,602.0,883.0
354,Line 1 : Canal & Varick St,2021-10-31 20:00:00,Sunday,20:00:00,543.0,1373.0,1916.0
355,Line 1 : Canal & Varick St,2021-11-01 00:00:00,Monday,00:00:00,377.0,244.0,621.0
356,Line 1 : Canal & Varick St,2021-11-01 04:00:00,Monday,04:00:00,40.0,64.0,104.0
357,Line 1 : Canal & Varick St,2021-11-01 08:00:00,Monday,08:00:00,136.0,719.0,855.0
358,Line 1 : Canal & Varick St,2021-11-01 12:00:00,Monday,12:00:00,270.0,782.0,1052.0
359,Line 1 : Canal & Varick St,2021-11-01 16:00:00,Monday,16:00:00,650.0,589.0,1239.0
360,Line 1 : Canal & Varick St,2021-11-01 20:00:00,Monday,20:00:00,626.0,403.0,1029.0
361,Line 1 : Canal & Varick St,2021-11-02 00:00:00,Tuesday,00:00:00,122.0,96.0,218.0
362,Line 1 : Canal & Varick St,2021-11-02 04:00:00,Tuesday,04:00:00,16.0,25.0,41.0
363,Line 1 : Canal & Varick St,2021-11-02 08:00:00,Tuesday,08:00:00,118.0,651.0,769.0
364,Line 1 : Canal & Varick St,2021-11-02 12:00:00,Tuesday,12:00:00,239.0,925.0,1164.0
365,Line 1 : Canal & Varick St,2021-11-02 16:00:00,Tuesday,16:00:00,619.0,565.0,1184.0
366,Line 1 : Canal & Varick St,2021-11-02 20:00:00,Tuesday,20:00:00,735.0,412.0,1147.0
367,Line 1 : Canal & Varick St,2021-11-03 00:00:00,Wednesday,00:00:00,147.0,114.0,261.0
368,Line 1 : Canal & Varick St,2021-11-03 04:00:00,Wednesday,04:00:00,27.0,41.0,68.0
369,Line 1 : Canal & Varick St,2021-11-03 08:00:00,Wednesday,08:00:00,149.0,790.0,939.0
370,Line 1 : Canal & Varick St,2021-11-03 12:00:00,Wednesday,12:00:00,251.0,920.0,1171.0
371,Line 1 : Canal & Varick St,2021-11-03 16:00:00,Wednesday,16:00:00,698.0,675.0,1373.0
372,Line 1 : Canal & Varick St,2021-11-03 20:00:00,Wednesday,20:00:00,774.0,498.0,1272.0
373,Line 1 : Canal & Varick St,2021-11-04 00:00:00,Thursday,00:00:00,144.0,130.0,274.0
374,Line 1 : Canal & Varick St,2021-11-04 04:00:00,Thursday,04:00:00,31.0,39.0,70.0
375,Line 1 : Canal & Varick St,2021-11-04 08:00:00,Thursday,08:00:00,145.0,789.0,934.0
376,Line 1 : Canal & Varick St,2021-11-04 12:00:00,Thursday,12:00:00,306.0,936.0,1242.0
377,Line 1 : Canal & Varick St,2021-11-04 16:00:00,Thursday,16:00:00,750.0,686.0,1436.0
378,Line 1 : Canal & Varick St,2021-11-04 20:00:00,Thursday,20:00:00,800.0,576.0,1376.0
379,Line 1 : Canal & Varick St,2021-11-05 00:00:00,Friday,00:00:00,162.0,178.0,340.0
380,Line 1 : Canal & Varick St,2021-11-05 04:00:00,Friday,04:00:00,37.0,25.0,62.0
381,Line 1 : Canal & Varick St,2021-11-05 08:00:00,Friday,08:00:00,120.0,545.0,665.0
382,Line 1 : Canal & Varick St,2021-11-05 12:00:00,Friday,12:00:00,274.0,797.0,1071.0
383,Line 1 : Canal & Varick St,2021-11-05 16:00:00,Friday,16:00:00,724.0,864.0,1588.0
384,Line 1 : Canal & Varick St,2021-11-05 20:00:00,Friday,20:00:00,615.0,638.0,1253.0
385,Line 1 : Canal & Varick St,2021-11-06 04:00:00,Saturday,04:00:00,68.0,54.0,122.0
386,Line 1 : Canal & Varick St,2021-11-06 08:00:00,Saturday,08:00:00,56.0,171.0,227.0
387,Line 1 : Canal & Varick St,2021-11-06 12:00:00,Saturday,12:00:00,192.0,524.0,716.0
388,Line 1 : Canal & Varick St,2021-11-06 16:00:00,Saturday,16:00:00,384.0,734.0,1118.0
389,Line 1 : Canal & Varick St,2021-11-06 20:00:00,Saturday,20:00:00,340.0,542.0,882.0
390,Line 1 : Canal & Varick St,2021-11-07 00:00:00,Sunday,00:00:00,165.0,237.0,402.0
391,Line 1 : Canal & Varick St,2021-11-07 04:00:00,Sunday,04:00:00,70.0,53.0,123.0
392,Line 1 : Canal & Varick St,2021-11-07 08:00:00,Sunday,08:00:00,36.0,70.0,106.0
393,Line 1 : Canal & Varick St,2021-11-07 12:00:00,Sunday,12:00:00,126.0,374.0,500.0
394,Line 1 : Canal & Varick St,2021-11-07 16:00:00,Sunday,16:00:00,304.0,647.0,951.0
395,Line 1 : Canal & Varick St,2021-11-07 20:00:00,Sunday,20:00:00,313.0,443.0,756.0
396,Line 1 : Canal & Varick St,2021-11-08 00:00:00,Monday,00:00:00,102.0,154.0,256.0
397,Line 1 : Canal & Varick St,2021-11-08 04:00:00,Monday,04:00:00,19.0,25.0,44.0
398,Line 1 : Canal & Varick St,2021-11-08 08:00:00,Monday,08:00:00,76.0,369.0,445.0
399,Line 1 : Canal & Varick St,2021-11-08 12:00:00,Monday,12:00:00,268.0,1018.0,1286.0
400,Line 1 : Canal & Varick St,2021-11-08 16:00:00,Monday,16:00:00,533.0,546.0,1079.0
401,Line 1 : Canal & Varick St,2021-11-08 20:00:00,Monday,20:00:00,805.0,478.0,1283.0
402,Line 1 : Canal & Varick St,2021-11-09 00:00:00,Tuesday,00:00:00,152.0,131.0,283.0
403,Line 1 : Canal & Varick St,2021-11-09 04:00:00,Tuesday,04:00:00,36.0,27.0,63.0
404,Line 1 : Canal & Varick St,2021-11-09 08:00:00,Tuesday,08:00:00,89.0,362.0,451.0
405,Line 1 : Canal & Varick St,2021-11-09 12:00:00,Tuesday,12:00:00,303.0,1354.0,1657.0
406,Line 1 : Canal & Varick St,2021-11-09 16:00:00,Tuesday,16:00:00,502.0,647.0,1149.0
407,Line 1 : Canal & Varick St,2021-11-09 20:00:00,Tuesday,20:00:00,1035.0,646.0,1681.0
408,Line 1 : Canal & Varick St,2021-11-10 00:00:00,Wednesday,00:00:00,215.0,156.0,371.0
409,Line 1 : Canal & Varick St,2021-11-10 04:00:00,Wednesday,04:00:00,47.0,44.0,91.0
410,Line 1 : Canal & Varick St,2021-11-10 08:00:00,Wednesday,08:00:00,84.0,411.0,495.0
411,Line 1 : Canal & Varick St,2021-11-10 12:00:00,Wednesday,12:00:00,282.0,1262.0,1544.0
412,Line 1 : Canal & Varick St,2021-11-10 16:00:00,Wednesday,16:00:00,528.0,700.0,1228.0
413,Line 1 : Canal & Varick St,2021-11-10 20:00:00,Wednesday,20:00:00,957.0,763.0,1720.0
414,Line 1 : Canal & Varick St,2021-11-11 00:00:00,Thursday,00:00:00,231.0,200.0,431.0
415,Line 1 : Canal & Varick St,2021-11-11 04:00:00,Thursday,04:00:00,63.0,33.0,96.0
416,Line 1 : Canal & Varick St,2021-11-11 08:00:00,Thursday,08:00:00,62.0,317.0,379.0
417,Line 1 : Canal & Varick St,2021-11-11 12:00:00,Thursday,12:00:00,226.0,1149.0,1375.0
418,Line 1 : Canal & Varick St,2021-11-11 16:00:00,Thursday,16:00:00,532.0,775.0,1307.0
419,Line 1 : Canal & Varick St,2021-11-11 20:00:00,Thursday,20:00:00,891.0,762.0,1653.0
420,Line 1 : Canal & Varick St,2021-11-12 00:00:00,Friday,00:00:00,249.0,251.0,500.0
421,Line 1 : Canal & Varick St,2021-11-12 04:00:00,Friday,04:00:00,72.0,59.0,131.0
422,Line 1 : Canal & Varick St,2021-11-12 08:00:00,Friday,08:00:00,62.0,297.0,359.0
423,Line 1 : Canal & Varick St,2021-11-12 12:00:00,Friday,12:00:00,307.0,972.0,1279.0
424,Line 1 : Canal & Varick St,2021-11-12 16:00:00,Friday,16:00:00,507.0,745.0,1252.0
425,Line 1 : Canal & Varick St,2021-11-12 20:00:00,Friday,20:00:00,681.0,729.0,1410.0
426,Line 1 : Canal & Varick St,2021-11-13 04:00:00,Saturday,04:00:00,116.0,72.0,188.0
427,Line 1 : Canal & Varick St,2021-11-13 08:00:00,Saturday,08:00:00,30.0,90.0,120.0
428,Line 1 : Canal & Varick St,2021-11-13 12:00:00,Saturday,12:00:00,143.0,483.0,626.0
429,Line 1 : Canal & Varick St,2021-11-13 16:00:00,Saturday,16:00:00,381.0,857.0,1238.0
430,Line 1 : Canal & Varick St,2021-11-13 20:00:00,Saturday,20:00:00,477.0,740.0,1217.0
431,Line 1 : Canal & Varick St,2021-11-14 00:00:00,Sunday,00:00:00,196.0,385.0,581.0
432,Line 1 : Canal & Varick St,2021-11-14 04:00:00,Sunday,04:00:00,125.0,82.0,207.0
433,Line 1 : Canal & Varick St,2021-11-14 08:00:00,Sunday,08:00:00,27.0,64.0,91.0
434,Line 1 : Canal & Varick St,2021-11-14 12:00:00,Sunday,12:00:00,131.0,361.0,492.0
435,Line 1 : Canal & Varick St,2021-11-14 16:00:00,Sunday,16:00:00,306.0,676.0,982.0
436,Line 1 : Canal & Varick St,2021-11-14 20:00:00,Sunday,20:00:00,313.0,505.0,818.0
437,Line 1 : Canal & Varick St,2021-11-15 00:00:00,Monday,00:00:00,106.0,184.0,290.0
438,Line 1 : Canal & Varick St,2021-11-15 04:00:00,Monday,04:00:00,31.0,42.0,73.0
439,Line 1 : Canal & Varick St,2021-11-15 08:00:00,Monday,08:00:00,75.0,344.0,419.0
440,Line 1 : Canal & Varick St,2021-11-15 12:00:00,Monday,12:00:00,273.0,1092.0,1365.0
441,Line 1 : Canal & Varick St,2021-11-15 16:00:00,Monday,16:00:00,545.0,629.0,1174.0
442,Line 1 : Canal & Varick St,2021-11-15 20:00:00,Monday,20:00:00,847.0,557.0,1404.0
443,Line 1 : Canal & Varick St,2021-11-16 00:00:00,Tuesday,00:00:00,160.0,162.0,322.0
444,Line 1 : Canal & Varick St,2021-11-16 04:00:00,Tuesday,04:00:00,48.0,48.0,96.0
445,Line 1 : Canal & Varick St,2021-11-16 08:00:00,Tuesday,08:00:00,86.0,372.0,458.0
446,Line 1 : Canal & Varick St,2021-11-16 12:00:00,Tuesday,12:00:00,317.0,1263.0,1580.0
447,Line 1 : Canal & Varick St,2021-11-16 16:00:00,Tuesday,16:00:00,522.0,649.0,1171.0
448,Line 1 : Canal & Varick St,2021-11-16 20:00:00,Tuesday,20:00:00,1028.0,680.0,1708.0
449,Line 1 : Canal & Varick St,2021-11-17 00:00:00,Wednesday,00:00:00,205.0,188.0,393.0
450,Line 1 : Canal & Varick St,2021-11-17 04:00:00,Wednesday,04:00:00,56.0,35.0,91.0
451,Line 1 : Canal & Varick St,2021-11-17 08:00:00,Wednesday,08:00:00,82.0,362.0,444.0
452,Line 1 : Canal & Varick St,2021-11-17 12:00:00,Wednesday,12:00:00,300.0,1294.0,1594.0
453,Line 1 : Canal & Varick St,2021-11-17 16:00:00,Wednesday,16:00:00,547.0,641.0,1188.0
454,Line 1 : Canal & Varick St,2021-11-17 20:00:00,Wednesday,20:00:00,1011.0,661.0,1672.0
455,Line 1 : Canal & Varick St,2021-11-18 00:00:00,Thursday,00:00:00,184.0,189.0,373.0
456,Line 1 : Canal & Varick St,2021-11-18 04:00:00,Thursday,04:00:00,65.0,48.0,113.0
457,Line 1 : Canal & Varick St,2021-11-18 08:00:00,Thursday,08:00:00,86.0,393.0,479.0
458,Line 1 : Canal & Varick St,2021-11-18 12:00:00,Thursday,12:00:00,279.0,1255.0,1534.0
459,Line 1 : Canal & Varick St,2021-11-18 16:00:00,Thursday,16:00:00,574.0,677.0,1251.0
460,Line 1 : Canal & Varick St,2021-11-18 20:00:00,Thursday,20:00:00,1004.0,828.0,1832.0
461,Line 1 : Canal & Varick St,2021-11-19 00:00:00,Friday,00:00:00,268.0,251.0,519.0
462,Line 1 : Canal & Varick St,2021-11-19 04:00:00,Friday,04:00:00,80.0,49.0,129.0
463,Line 1 : Canal & Varick St,2021-11-19 08:00:00,Friday,08:00:00,78.0,320.0,398.0
464,Line 1 : Canal & Varick St,2021-11-19 12:00:00,Friday,12:00:00,288.0,987.0,1275.0
465,Line 1 : Canal & Varick St,2021-11-19 16:00:00,Friday,16:00:00,578.0,756.0,1334.0
466,Line 1 : Canal & Varick St,2021-11-19 20:00:00,Friday,20:00:00,731.0,766.0,1497.0
467,Line 1 : Canal & Varick St,2021-11-20 04:00:00,Saturday,04:00:00,117.0,100.0,217.0
468,Line 1 : Canal & Varick St,2021-11-20 08:00:00,Saturday,08:00:00,35.0,113.0,148.0
469,Line 1 : Canal & Varick St,2021-11-20 12:00:00,Saturday,12:00:00,185.0,494.0,679.0
470,Line 1 : Canal & Varick St,2021-11-20 16:00:00,Saturday,16:00:00,406.0,847.0,1253.0
471,Line 1 : Canal & Varick St,2021-11-20 20:00:00,Saturday,20:00:00,437.0,576.0,1013.0
472,Line 1 : Canal & Varick St,2021-11-21 00:00:00,Sunday,00:00:00,189.0,370.0,559.0
473,Line 1 : Canal & Varick St,2021-11-21 04:00:00,Sunday,04:00:00,103.0,73.0,176.0
474,Line 1 : Canal & Varick St,2021-11-21 08:00:00,Sunday,08:00:00,39.0,67.0,106.0
475,Line 1 : Canal & Varick St,2021-11-21 12:00:00,Sunday,12:00:00,152.0,356.0,508.0
476,Line 1 : Canal & Varick St,2021-11-21 16:00:00,Sunday,16:00:00,332.0,680.0,1012.0
477,Line 1 : Canal & Varick St,2021-11-21 20:00:00,Sunday,20:00:00,332.0,419.0,751.0
478,Line 1 : Canal & Varick St,2021-11-22 00:00:00,Monday,00:00:00,116.0,191.0,307.0
479,Line 1 : Canal & Varick St,2021-11-22 04:00:00,Monday,04:00:00,29.0,28.0,57.0
480,Line 1 : Canal & Varick St,2021-11-22 08:00:00,Monday,08:00:00,82.0,343.0,425.0
481,Line 1 : Canal & Varick St,2021-11-22 12:00:00,Monday,12:00:00,303.0,976.0,1279.0
482,Line 1 : Canal & Varick St,2021-11-22 16:00:00,Monday,16:00:00,507.0,658.0,1165.0
483,Line 1 : Canal & Varick St,2021-11-22 20:00:00,Monday,20:00:00,745.0,569.0,1314.0
484,Line 1 : Canal & Varick St,2021-11-23 00:00:00,Tuesday,00:00:00,153.0,183.0,336.0
485,Line 1 : Canal & Varick St,2021-11-23 04:00:00,Tuesday,04:00:00,35.0,41.0,76.0
486,Line 1 : Canal & Varick St,2021-11-23 08:00:00,Tuesday,08:00:00,81.0,358.0,439.0
487,Line 1 : Canal & Varick St,2021-11-23 12:00:00,Tuesday,12:00:00,281.0,1018.0,1299.0
488,Line 1 : Canal & Varick St,2021-11-23 16:00:00,Tuesday,16:00:00,567.0,742.0,1309.0
489,Line 1 : Canal & Varick St,2021-11-23 20:00:00,Tuesday,20:00:00,835.0,691.0,1526.0
490,Line 1 : Canal & Varick St,2021-11-24 00:00:00,Wednesday,00:00:00,194.0,255.0,449.0
491,Line 1 : Canal & Varick St,2021-11-24 04:00:00,Wednesday,04:00:00,40.0,37.0,77.0
492,Line 1 : Canal & Varick St,2021-11-24 08:00:00,Wednesday,08:00:00,46.0,298.0,344.0
493,Line 1 : Canal & Varick St,2021-11-24 12:00:00,Wednesday,12:00:00,246.0,718.0,964.0
494,Line 1 : Canal & Varick St,2021-11-24 16:00:00,Wednesday,16:00:00,664.0,765.0,1429.0
495,Line 1 : Canal & Varick St,2021-11-24 20:00:00,Wednesday,20:00:00,609.0,653.0,1262.0
496,Line 1 : Canal & Varick St,2021-11-25 00:00:00,Thursday,00:00:00,167.0,241.0,408.0
497,Line 1 : Canal & Varick St,2021-11-25 04:00:00,Thursday,04:00:00,51.0,52.0,103.0
498,Line 1 : Canal & Varick St,2021-11-25 08:00:00,Thursday,08:00:00,54.0,63.0,117.0
499,Line 1 : Canal & Varick St,2021-11-25 12:00:00,Thursday,12:00:00,159.0,279.0,438.0
500,Line 1 : Canal & Varick St,2021-11-25 16:00:00,Thursday,16:00:00,220.0,453.0,673.0
501,Line 1 : Canal & Varick St,2021-11-25 20:00:00,Thursday,20:00:00,240.0,337.0,577.0
502,Line 1 : Canal & Varick St,2021-11-26 00:00:00,Friday,00:00:00,118.0,168.0,286.0
503,Line 1 : Canal & Varick St,2021-11-26 04:00:00,Friday,04:00:00,27.0,57.0,84.0
504,Line 1 : Canal & Varick St,2021-11-26 08:00:00,Friday,08:00:00,29.0,120.0,149.0
505,Line 1 : Canal & Varick St,2021-11-26 12:00:00,Friday,12:00:00,143.0,502.0,645.0
506,Line 1 : Canal & Varick St,2021-11-26 16:00:00,Friday,16:00:00,309.0,817.0,1126.0
507,Line 1 : Canal & Varick St,2021-11-26 20:00:00,Friday,20:00:00,413.0,554.0,967.0
508,Line ACE : Av Americas & WBroadway,2021-09-01 08:00:00,Wednesday,08:00:00,155.0,1196.0,1351.0
509,Line ACE : Av Americas & WBroadway,2021-09-01 12:00:00,Wednesday,12:00:00,501.0,2865.0,3366.0
510,Line ACE : Av Americas & WBroadway,2021-09-01 16:00:00,Wednesday,16:00:00,1265.0,1503.0,2768.0
511,Line ACE : Av Americas & WBroadway,2021-09-01 20:00:00,Wednesday,20:00:00,2495.0,1289.0,3784.0
512,Line ACE : Av Americas & WBroadway,2021-09-02 00:00:00,Thursday,00:00:00,542.0,578.0,1120.0
513,Line ACE : Av Americas & WBroadway,2021-09-02 04:00:00,Thursday,04:00:00,110.0,170.0,280.0
514,Line ACE : Av Americas & WBroadway,2021-09-02 08:00:00,Thursday,08:00:00,180.0,678.0,858.0
515,Line ACE : Av Americas & WBroadway,2021-09-02 12:00:00,Thursday,12:00:00,508.0,2365.0,2873.0
516,Line ACE : Av Americas & WBroadway,2021-09-02 16:00:00,Thursday,16:00:00,1073.0,1536.0,2609.0
517,Line ACE : Av Americas & WBroadway,2021-09-02 20:00:00,Thursday,20:00:00,1826.0,2015.0,3841.0
518,Line ACE : Av Americas & WBroadway,2021-09-03 00:00:00,Friday,00:00:00,563.0,430.0,993.0
519,Line ACE : Av Americas & WBroadway,2021-09-03 04:00:00,Friday,04:00:00,139.0,74.0,213.0
520,Line ACE : Av Americas & WBroadway,2021-09-03 08:00:00,Friday,08:00:00,110.0,854.0,964.0
521,Line ACE : Av Americas & WBroadway,2021-09-03 12:00:00,Friday,12:00:00,498.0,2400.0,2898.0
522,Line ACE : Av Americas & WBroadway,2021-09-03 16:00:00,Friday,16:00:00,1468.0,1958.0,3426.0
523,Line ACE : Av Americas & WBroadway,2021-09-03 20:00:00,Friday,20:00:00,2123.0,1829.0,3952.0
524,Line ACE : Av Americas & WBroadway,2021-09-04 04:00:00,Saturday,04:00:00,255.0,204.0,459.0
525,Line ACE : Av Americas & WBroadway,2021-09-04 08:00:00,Saturday,08:00:00,80.0,336.0,416.0
526,Line ACE : Av Americas & WBroadway,2021-09-04 12:00:00,Saturday,12:00:00,372.0,1596.0,1968.0
527,Line ACE : Av Americas & WBroadway,2021-09-04 16:00:00,Saturday,16:00:00,889.0,2640.0,3529.0
528,Line ACE : Av Americas & WBroadway,2021-09-04 20:00:00,Saturday,20:00:00,1350.0,2164.0,3514.0
529,Line ACE : Av Americas & WBroadway,2021-09-05 00:00:00,Sunday,00:00:00,824.0,1029.0,1853.0
530,Line ACE : Av Americas & WBroadway,2021-09-05 04:00:00,Sunday,04:00:00,260.0,166.0,426.0
531,Line ACE : Av Americas & WBroadway,2021-09-05 08:00:00,Sunday,08:00:00,70.0,223.0,293.0
532,Line ACE : Av Americas & WBroadway,2021-09-05 12:00:00,Sunday,12:00:00,308.0,1248.0,1556.0
533,Line ACE : Av Americas & WBroadway,2021-09-05 16:00:00,Sunday,16:00:00,778.0,2182.0,2960.0
534,Line ACE : Av Americas & WBroadway,2021-09-05 20:00:00,Sunday,20:00:00,1121.0,1562.0,2683.0
535,Line ACE : Av Americas & WBroadway,2021-09-06 00:00:00,Monday,00:00:00,473.0,508.0,981.0
536,Line ACE : Av Americas & WBroadway,2021-09-06 04:00:00,Monday,04:00:00,134.0,136.0,270.0
537,Line ACE : Av Americas & WBroadway,2021-09-06 08:00:00,Monday,08:00:00,77.0,336.0,413.0
538,Line ACE : Av Americas & WBroadway,2021-09-06 12:00:00,Monday,12:00:00,324.0,1370.0,1694.0
539,Line ACE : Av Americas & WBroadway,2021-09-06 16:00:00,Monday,16:00:00,840.0,2201.0,3041.0
540,Line ACE : Av Americas & WBroadway,2021-09-06 20:00:00,Monday,20:00:00,1164.0,1508.0,2672.0
541,Line ACE : Av Americas & WBroadway,2021-09-07 00:00:00,Tuesday,00:00:00,521.0,463.0,984.0
